"Name","csuoee__Course_Code__c","hed__Course_ID__c","hed__Account__r.hed__School_Code__c","hed__Description__c","hed__Extended_Description__c","lms_hed__LMS_Reference_Code__c","csuoee__Short_Description__c","csuoee__Banner_Surrogate_ID__c","csuoee__AUCC_Category__c","hed__Credit_Hours__c","csuoee__Credit_Hours_Max__c","csuoee__Guaranteed_Transfer__c","csuoee__Guaranteed_Transfer_Category__c","csuoee__Quality_Matters__c"
"MU 517: Analytic Techniques I","MU 517","MU 517","1778","","","MU-517","","8737.0","","2.0","","false","","false"
"MU 518: Analytic Techniques II","MU 518","MU 518","1778","","<p>This course is designed for teachers and working music professionals. Participants will learn theory and practical analytical skills necessary to understand the style and structure of music of the Classical Period, the Romantic Era and the 20th Century.</p><p>This course will give you a better understanding of the structure and style of music. It will improve your score reading and identification skills, and you will be better able to understand musical characteristics such as harmony, form and phrasing when looking at scores.</p><p>This course is the most flexible way to complete residency requirements in the Master's program. The on-campus version of this course is only offered in alternate (every other year) summer sessions.</p><p>NOTE: Before enrolling in this course, students should have a Bachelor's degree in Music or equivalent music theory skills. If you are in doubt about your background, please contact the instructor.</p>","MU-518","This course is designed for teachers and working music professionals. Participants will learn theory and practical analytical skills necessary to understand the style and structure of music of the Classical Period, the Romantic Era and the 20th Century.","8738.0","","3.0","","false","","false"
"MU 524: Dalcroze Eurhythmics Level I","MU 524","MU 524","1778","","<p>Eurhythmics for the School Music Classroom (MU 524) is a graduate-level, three-credit elective course designed for classroom music teachers and/or music therapists seeking experiential, movement-based strategies and techniques to strengthen student learning, hearing, literacy, creativity, expressivity, and overall musicianship. Students will be introduced to the philosophy and instructional approach of Émile Jaques-Dalcroze (1865-1950). Components of the course include:</p><ul><li>Eurhythmics and Movement</li><li>Solfège Rhythmique</li><li>Improvisation (instrument, movement, vocal, text)</li><li>Plastique Animée for the classroom</li><li>Pedagogy Application for grades K-5</li></ul><p>Classroom music teachers will learn how to apply the principles of Dalcroze and create effective, age-appropriate lesson activities and plans for immediate use with students, while at the same time strengthening their individual musicianship and movement. </p>","MU-524","Musicianship, aesthetics, and pedagogy as studied through the body via movement and gesture.","4529.0","","0.0","3.0","false","","false"
"MU 535: Contemporary Music","MU 535","MU 535","1778","","","MU-535","","8753.0","","3.0","","false","","false"
"MU 543: Research Methods/Music Therapy","MU 543","MU 543","1778","","<p>This course is designed to help music therapy professionals gain a better understanding of research in order to critically read and participate in research. Students will learn the components of designing, conducting, and disseminating a research project. Emphasis will be placed on quantitative research methodology and applicable statistical testing. Students will learn how to use methodologies that are commonly applied in the clinical setting with small and large populations. Students will have the opportunity to conduct their own research projects, resulting in research articles and research poster presentations.</p>","MU-543","Research techniques used in measuring and recording behavior. Advanced methods used in music therapy research.","8754.0","","3.0","","false","","false"
"MU 545: Composition for MT Practice","MU 545","MU 545","1778","","<p>Students have the opportunity to explore their own composition and improvisation skills as they relate to facilitating music therapy sessions. We explore topics in music theory, composition, and improvisation, and incorporate those concepts into our own compositions and improvisations. Music recording technology is also explored in this course.</p><p>Course Objectives: Upon completion of this course, students are able to:</p><ul><li>improvise and compose music that facilitates functional objectives.</li><li>use composition to facilitate movement, speech and language, and other functional skills.</li><li>develop creative music skills including musical play, melodic improvisation, harmonic improvisation, and playing in different meters and styles.</li><li>record compositions utilizing computer programs.</li><li>generalize learned techniques into clinical practice.</li></ul>","MU-545","Music composition techniques for the music therapy clinician.","4061.0","","0.0","3.0","false","","false"
"MU 567: Choral Literature 1750-Present","MU 567","MU 567","1778","","","MU-567","","8760.0","","2.0","","false","","false"
"MU 608: Graduate Chamber Music","MU 608","MU 608","1778","","","MU-608","","2003.0","","1.0","","false","","false"
"MU 630: Methods of Music Research","MU 630","MU 630","1778","","<p>""Methods of Music Research"" is a graduate-level research course that will prepare students to identify and explore the wide array of research materials available for in-depth study of topics within the musical discipline. Students will develop a working knowledge of both printed and online resources and will hone their bibliographic writing skills.</p><p>Coursework will include required readings and writing assignments, guided online discussions and a series of short-term research projects.</p><p>This course is suitable for teachers, performers and any others working in the professional music field. Periodic access to a library with a music reference section is recommended to be completely successful in this course. If you have questions regarding this class, please contact the instructor.</p>","MU-630","Research, documentation, and bibliography for music history, literature, performance, theory, acoustics, music education, and quantitative testing.","8774.0","","3.0","","false","","false"
"MU 648: Neuroscience and Music","MU 648","MU 648","1778","","<p>This course is designed to advance the music therapist’s understanding of the scientific foundation of the neuroscience of music therapy. Students will learn about sensorimotor, cognitive, and communication research that supports the use of music in therapy.</p>","MU-648","This course is designed to advance the music therapist’s understanding of the scientific foundation of the neuroscience of music therapy. Students will learn about sensorimotor, cognitive, and communication research that supports the use of music in therapy.","8776.0","","3.0","","false","","false"
"MU 649: Adv Practice in Music Therapy","MU 649","MU 649","1778","","<p>In this course we explore current topics in music therapy with a specific emphasis on current clinical practice.</p>","MU-649","Group study of advanced music therapy techniques.","4375.0","","3.0","","false","","false"
"MU 692: Seminar","MU 692","MU 692","1778","","","MU-692","","8803.0","","1.0","3.0","false","","false"
"MU 695A: Ind Study:Composition & Theory","MU 695A","MU 695A","1778","","","MU-695A","","8804.0","","1.0","3.0","false","","false"
"MU 695C: Independent Stu: Improvisation","MU 695C","MU 695C","1778","","","MU-695C","","8806.0","","1.0","3.0","false","","false"
"MU 695E: Independnt Study:Music History","MU 695E","MU 695E","1778","","<p>Independent Study.</p>","MU-695E","Independent Study.","8808.0","","1.0","3.0","false","","false"
"MU 696A: Group Study:Composition&Theory","MU 696A","MU 696A","1778","","","MU-696A","","8550.0","","1.0","3.0","false","","false"
"MU 696C: Group Study: Improvisation","MU 696C","MU 696C","1778","","","MU-696C","","8552.0","","1.0","3.0","false","","false"
"MU 696D: Group Study: Music Education","MU 696D","MU 696D","1778","","","MU-696D","","8553.0","","1.0","3.0","false","","false"
"MU 696E: Group Study: Music History","MU 696E","MU 696E","1778","","","MU-696E","","8554.0","","1.0","3.0","false","","false"
"MU 696G: Group Study: Music Therapy","MU 696G","MU 696G","1778","","","MU-696G","","8556.0","","1.0","3.0","false","","false"
"MU 696H: Group Study: Pedagogy","MU 696H","MU 696H","1778","","","MU-696H","","8557.0","","1.0","3.0","false","","false"
"MU 696I: Group Study: Performance","MU 696I","MU 696I","1778","","","MU-696I","","8558.0","","1.0","3.0","false","","false"
"NB 192: Intro. Neuroscience Seminar","NB 192","NB 192","1001","","","NB-192","","3310.0","","1.0","","false","","false"
"NB 292: Research Topics-Neuroscience","NB 292","NB 292","1680","","","NB-292","","10641.0","","1.0","","false","","false"
"NB 399: Thesis Preparation","NB 399","NB 399","1680","","","NB-399","","2204.0","","1.0","","false","","false"
"NB 475: Mentored Research in Neurosci.","NB 475","NB 475","1680","","","NB-475","","4824.0","","0.0","3.0","false","","false"
"NB 487: Internship in Neuroscience","NB 487","NB 487","1680","","","NB-487","","4427.0","","1.0","12.0","false","","false"
"NB 493: Senior Seminar","NB 493","NB 493","1680","","","NB-493","","2205.0","","1.0","","false","","false"
"NB 495: Independent Study","NB 495","NB 495","1680","","","NB-495","","4828.0","","1.0","4.0","false","","false"
"NB 496: Group Study in Neuroscience","NB 496","NB 496","1680","","","NB-496","","4829.0","","1.0","4.0","false","","false"
"NB 499: Senior Thesis","NB 499","NB 499","1680","","","NB-499","","3311.0","","3.0","","false","","false"
"NB 500: Readings-Cellular Neurobiology","NB 500","NB 500","1001","","","NB-500","","8561.0","","1.0","","false","","false"
"NB 501: Cell&Molecular Neurophysiology","NB 501","NB 501","1001","","","NB-501","","8562.0","","2.0","","false","","false"
"NB 503: Developmental Neurobiology","NB 503","NB 503","1001","","","NB-503","","8564.0","","3.0","","false","","false"
"NB 505: Neuronal Circuits-Sys-Behavior","NB 505","NB 505","1001","","","NB-505","","8565.0","","3.0","","false","","false"
"NB 586: Practicum-Tech Neuroscience II","NB 586","NB 586","1001","","","NB-586","","8566.0","","1.0","","false","","false"
"NB 793: Neuroscience Seminar","NB 793","NB 793","1001","","","NB-793","","8571.0","","1.0","","false","","false"
"NB 795: Independent Study","NB 795","NB 795","1001","","","NB-795","","8572.0","","1.0","18.0","false","","false"
"NB 796A: Group Study-Ion Channels","NB 796A","NB 796A","1001","","","NB-796A","","8573.0","","1.0","18.0","false","","false"
"NB 796B: Grp St:Neuronal Growth&Regener","NB 796B","NB 796B","1001","","","NB-796B","","8574.0","","1.0","18.0","false","","false"
"NB 796C: Grp Study: Topics-Neuroscience","NB 796C","NB 796C","1001","","","NB-796C","","8575.0","","1.0","18.0","false","","false"
